,Industry,assets,bea_ind_code,major_industry,metr_d,metr_e,metr_mix,mettr_d,mettr_e,mettr_mix,tax_treat,z_mix,year
29,Petroleum and coal products,329428097154.64099,3240,Manufacturing,-0.08306,0.19030,0.13239,0.25047,0.29233,0.28325,corporate,0.32103,2029
30,Chemical products,863500092522.49268,3250,Manufacturing,-0.18217,0.12794,0.06259,0.18188,0.23782,0.22558,corporate,0.62593,2029
31,Plastics and rubber products,110331312312.14606,3260,Manufacturing,-0.10129,0.17435,0.11564,0.23785,0.27839,0.26940,corporate,0.51535,2029
32,Nonmetallic mineral products,116582519995.50418,3270,Manufacturing,-0.08795,0.18593,0.12780,0.24709,0.28851,0.27945,corporate,0.39253,2029
33,Primary metals,186378975799.56097,3310,Manufacturing,-0.08039,0.18703,0.12990,0.25232,0.28947,0.28119,corporate,0.46679,2029
34,Fabricated metal products,185026333664.73990,3320,Manufacturing,-0.08970,0.18081,0.12306,0.24588,0.28403,0.27554,corporate,0.50338,2029
35,Machinery,272319888399.54382,3330,Manufacturing,-0.10402,0.17404,0.11494,0.23596,0.27812,0.26883,corporate,0.49978,2029
36,Computer and electronic products,503974938260.14197,3340,Manufacturing,-0.13234,0.16467,0.10223,0.21637,0.26993,0.25833,corporate,0.59651,2029
37,"Electrical equipment, appliances, and components",97409347474.36090,3350,Manufacturing,-0.09036,0.18417,0.12588,0.24542,0.28697,0.27786,corporate,0.41812,2029
38,"Motor vehicles, bodies and trailers, and parts",238664334579.08081,336M,Manufacturing,-0.09985,0.17861,0.11954,0.23885,0.28211,0.27263,corporate,0.52823,2029
39,Other transportation equipment,222225359206.36774,336O,Manufacturing,-0.08363,0.18811,0.13043,0.25008,0.29041,0.28162,corporate,0.40271,2029
40,Furniture and related products,27298970228.61856,3370,Manufacturing,-0.07848,0.19002,0.13282,0.25364,0.29209,0.28360,corporate,0.42831,2029
41,Miscellaneous manufacturing,132809342156.87767,338A,Manufacturing,-0.11474,0.16942,0.10924,0.22854,0.27408,0.26412,corporate,0.49404,2029
42,Oil and gas extraction,1206378883391.49341,2110,Mining,-0.21311,0.09808,0.03195,0.16047,0.21173,0.20027,corporate,0.81483,2029
43,"Mining, except oil and gas",190223523011.70444,2120,Mining,-0.13953,0.15017,0.08859,0.21139,0.25726,0.24706,corporate,0.57486,2029
44,Support activities for mining,120225750260.04312,2130,Mining,-0.14890,0.13978,0.07811,0.20490,0.24817,0.23840,corporate,0.73488,2029
45,"Other services, except government",227393671623.35632,8100,"Other services, except government",-0.11187,0.17414,0.11347,0.23053,0.27821,0.26761,corporate,0.44757,2029
46,Legal services,20028299848.35870,5411,"Professional, scientific, and technical services",-0.07445,0.19273,0.13564,0.25643,0.29445,0.28593,corporate,0.51576,2029
47,"Miscellaneous professional, scientific, and technical services",249009155858.66895,5412,"Professional, scientific, and technical services",-0.14637,0.15168,0.08880,0.20666,0.25858,0.24723,corporate,0.66190,2029
48,Computer systems design and related services,42903264706.01630,5415,"Professional, scientific, and technical services",-0.10545,0.17751,0.11762,0.23497,0.28115,0.27104,corporate,0.62658,2029
49,Real estate,2545926858991.70166,5310,Real estate and rental and leasing,-0.07469,0.20418,0.14566,0.25626,0.30446,0.29421,corporate,0.09209,2029
50,Rental and leasing services and lessors of intangible assets,248115752511.19281,5320,Real estate and rental and leasing,-0.13975,0.14332,0.08276,0.21124,0.25127,0.24224,corporate,0.77438,2029
51,Retail trade,1608593250069.83716,44RT,Retail trade,-0.05458,0.20786,0.15203,0.27018,0.30767,0.29947,corporate,0.27074,2029
52,Air transportation,190656778827.51108,4810,Transportation and warehousing,-0.17178,0.12668,0.06316,0.18907,0.23672,0.22605,corporate,0.72038,2029
53,Railroad transportation,331353541688.74603,4820,Transportation and warehousing,-0.21149,0.10820,0.04042,0.16159,0.22057,0.20727,corporate,0.69673,2029
54,Water transportation,36714023795.72885,4830,Transportation and warehousing,-0.14431,0.14597,0.08398,0.20808,0.25358,0.24325,corporate,0.67934,2029
55,Truck transportation,108471874448.41913,4840,Transportation and warehousing,-0.11709,0.15981,0.10063,0.22692,0.26568,0.25701,corporate,0.68394,2029
56,Transit and ground passenger transportation,35034660346.81857,4850,Transportation and warehousing,-0.09894,0.17688,0.11800,0.23948,0.28060,0.27135,corporate,0.54921,2029
57,Pipeline transportation,169678725931.23572,4860,Transportation and warehousing,-0.22686,0.09052,0.02318,0.15095,0.20513,0.19302,corporate,0.81097,2029
58,Other transportation and support activities,110872018728.69969,487S,Transportation and warehousing,-0.14145,0.15108,0.08882,0.21006,0.25805,0.24725,corporate,0.60224,2029
59,Warehousing and storage,33575803409.08718,4930,Transportation and warehousing,-0.07763,0.19481,0.13685,0.25423,0.29627,0.28693,corporate,0.38683,2029
60,Utilities,2043224620805.23413,2200,Utilities,-0.17585,0.13094,0.06563,0.18626,0.24045,0.22809,corporate,0.66370,2029
61,Wholesale trade,973137443869.54004,4200,Wholesale trade,-0.04836,0.20800,0.15331,0.27449,0.30780,0.30053,corporate,0.28714,2029
62,Accommodation,321835229078.42981,7210,Accommodation and food services,-0.20036,0.28404,0.19885,0.30810,0.28404,0.28767,non-corporate,0.26646,2029
63,Food services and drinking places,131618330780.63083,7220,Accommodation and food services,-0.22754,0.26304,0.17606,0.29243,0.26304,0.26741,non-corporate,0.45828,2029
64,Administrative and support services,87779837155.20003,5610,Administrative and waste management services,-0.25687,0.24492,0.15593,0.27552,0.24492,0.24952,non-corporate,0.64030,2029
65,Waste management and remediation services,45442362954.20710,5620,Administrative and waste management services,-0.31329,0.22415,0.12957,0.24300,0.22415,0.22608,non-corporate,0.55216,2029
66,Farms,695254770987.64185,110C,"Agriculture, forestry, fishing, and hunting",-0.23522,0.26213,0.17458,0.28801,0.26213,0.26610,non-corporate,0.31226,2029
67,"Forestry, fishing, and related activities",182890160760.91397,113F,"Agriculture, forestry, fishing, and hunting",-0.24266,0.26989,0.18128,0.28372,0.26989,0.27206,non-corporate,0.15920,2029
68,"Performing arts, spectator sports, museums, and related activities",85913620169.68947,711A,"Arts, entertainment, and recreation",-0.36432,0.21397,0.11497,0.21359,0.21397,0.21309,non-corporate,0.61911,2029
69,"Amusements, gambling, and recreation industries",103963170328.02748,7130,"Arts, entertainment, and recreation",-0.34295,0.20730,0.11104,0.22591,0.20730,0.20959,non-corporate,0.54316,2029
70,Construction,416883328410.43872,2300,Construction,-0.24938,0.25752,0.16886,0.27985,0.25752,0.26101,non-corporate,0.32720,2029
71,Educational services,223504007264.40912,6100,Educational services,-0.25651,0.25676,0.16650,0.27573,0.25676,0.25891,non-corporate,0.43173,2029
72,Credit intermediation and related activities,75859556179.32388,5220,Finance and insurance,-0.23385,0.25478,0.16773,0.28880,0.25478,0.26000,non-corporate,0.55957,2029
73,"Securities, commodity contracts, and investments",178435565512.12598,5230,Finance and insurance,-0.21236,0.28002,0.19397,0.30118,0.28002,0.28333,non-corporate,0.22497,2029
74,Insurance carriers and related activities,22117554582.45041,5240,Finance and insurance,-0.21381,0.27099,0.18504,0.30035,0.27099,0.27539,non-corporate,0.48478,2029
75,"Funds, trusts, and other financial vehicles",32975922704.13087,5250,Finance and insurance,-0.20742,0.28297,0.19696,0.30403,0.28297,0.28599,non-corporate,0.24542,2029
76,Ambulatory health care services,165185547974.24033,6210,Health care and social assistance,-0.24421,0.25303,0.16467,0.28282,0.25303,0.25728,non-corporate,0.54790,2029
77,Hospitals,468739962062.38196,622H,Health care and social assistance,-0.25469,0.25487,0.16503,0.27678,0.25487,0.25760,non-corporate,0.46003,2029
78,Nursing and residential care facilities,44969311543.58502,6230,Health care and social assistance,-0.25484,0.25306,0.16330,0.27669,0.25306,0.25607,non-corporate,0.48249,2029
79,Social assistance,33500693280.57160,6240,Health care and social assistance,-0.25439,0.25328,0.16376,0.27696,0.25328,0.25648,non-corporate,0.45265,2029
80,Publishing industries (including software),10531454693.94330,5110,Information,-0.30089,0.24347,0.14995,0.25015,0.24347,0.24419,non-corporate,0.55512,2029
81,Motion picture and sound recording industries,32648570359.12500,5120,Information,-0.36202,0.23198,0.13283,0.21492,0.23198,0.22897,non-corporate,0.65153,2029
82,Broadcasting and telecommunications,114376654727.18872,5130,Information,-0.36050,0.20179,0.10343,0.21579,0.20179,0.20283,non-corporate,0.66297,2029
83,Information and data processing services,9622690880.85332,5140,Information,-0.29208,0.23195,0.13987,0.25523,0.23195,0.23523,non-corporate,0.71445,2029
84,Management of companies and enterprises,90403382554.93427,5500,Management of companies and enterprises,-0.22065,0.27210,0.18532,0.29640,0.27210,0.27564,non-corporate,0.40154,2029
85,"Food, beverage, and tobacco products",75311838089.52502,311A,Manufacturing,-0.21535,0.26512,0.17969,0.29946,0.26512,0.27064,non-corporate,0.41128,2029
86,Textile mills and textile product mills,7854948624.08660,313T,Manufacturing,-0.20940,0.26813,0.18301,0.30289,0.26813,0.27359,non-corporate,0.44165,2029
87,Apparel and leather and allied products,5338390836.47052,315A,Manufacturing,-0.17642,0.28540,0.20306,0.32190,0.28540,0.29142,non-corporate,0.30678,2029
88,Wood products,13100141973.28175,3210,Manufacturing,-0.21055,0.27018,0.18490,0.30222,0.27018,0.27527,non-corporate,0.38146,2029
89,Paper products,18990987477.15243,3220,Manufacturing,-0.25497,0.24464,0.15595,0.27662,0.24464,0.24953,non-corporate,0.52920,2029
90,Printing and related support activities,7652157518.94444,3230,Manufacturing,-0.25784,0.24286,0.15391,0.27496,0.24286,0.24772,non-corporate,0.57080,2029
91,Petroleum and coal products,36804972258.67471,3240,Manufacturing,-0.23200,0.26231,0.17524,0.28986,0.26231,0.26668,non-corporate,0.34811,2029
92,Chemical products,155956627359.31982,3250,Manufacturing,-0.36516,0.19590,0.09797,0.21311,0.19590,0.19798,non-corporate,0.61318,2029
93,Plastics and rubber products,18759113940.69875,3260,Manufacturing,-0.23821,0.25258,0.16537,0.28628,0.25258,0.25791,non-corporate,0.47990,2029
94,Nonmetallic mineral products,17930326841.81076,3270,Manufacturing,-0.23508,0.25946,0.17217,0.28809,0.25946,0.26395,non-corporate,0.39662,2029
95,Primary metals,31384946425.19739,3310,Manufacturing,-0.21403,0.26411,0.17883,0.30022,0.26411,0.26988,non-corporate,0.44675,2029
96,Fabricated metal products,33868174282.10670,3320,Manufacturing,-0.22731,0.25698,0.17070,0.29256,0.25698,0.26264,non-corporate,0.48358,2029
97,Machinery,44994036766.64782,3330,Manufacturing,-0.23443,0.25587,0.16892,0.28846,0.25587,0.26106,non-corporate,0.45084,2029
98,Computer and electronic products,67202508360.48989,3340,Manufacturing,-0.27907,0.24300,0.15170,0.26273,0.24300,0.24575,non-corporate,0.59848,2029
99,"Electrical equipment, appliances, and components",13457767002.51348,3350,Manufacturing,-0.21850,0.26556,0.17978,0.29764,0.26556,0.27072,non-corporate,0.39112,2029
100,"Motor vehicles, bodies and trailers, and parts",37968439963.23032,336M,Manufacturing,-0.23277,0.25849,0.17152,0.28942,0.25849,0.26337,non-corporate,0.50475,2029
101,Other transportation equipment,37605705698.38089,336O,Manufacturing,-0.20314,0.27254,0.18815,0.30649,0.27254,0.27816,non-corporate,0.36249,2029
102,Furniture and related products,3398491339.27717,3370,Manufacturing,-0.21055,0.26790,0.18279,0.30222,0.26790,0.27340,non-corporate,0.41907,2029
103,Miscellaneous manufacturing,21983133310.84389,338A,Manufacturing,-0.25063,0.24988,0.16148,0.27912,0.24988,0.25445,non-corporate,0.46481,2029
104,Oil and gas extraction,250060628349.19983,2110,Mining,-0.45305,0.14050,0.03627,0.16245,0.14050,0.14312,non-corporate,0.82131,2029
105,"Mining, except oil and gas",42556976404.31303,2120,Mining,-0.32334,0.21507,0.12058,0.23721,0.21507,0.21808,non-corporate,0.54090,2029
106,Support activities for mining,25044165259.49403,2130,Mining,-0.33936,0.19740,0.10218,0.22798,0.19740,0.20172,non-corporate,0.74014,2029
107,"Other services, except government",434659499245.13385,8100,"Other services, except government",-0.28923,0.23805,0.14545,0.25687,0.23805,0.24019,non-corporate,0.48287,2029
108,Legal services,24694671278.72603,5411,"Professional, scientific, and technical services",-0.21825,0.26546,0.17934,0.29779,0.26546,0.27032,non-corporate,0.52625,2029
109,"Miscellaneous professional, scientific, and technical services",250145961932.30286,5412,"Professional, scientific, and technical services",-0.31892,0.22031,0.12595,0.23976,0.22031,0.22286,non-corporate,0.67486,2029
110,Computer systems design and related services,34987856978.61507,5415,"Professional, scientific, and technical services",-0.25030,0.25333,0.16455,0.27931,0.25333,0.25717,non-corporate,0.63698,2029
111,Real estate,10194541073775.74609,5310,Real estate and rental and leasing,-0.23666,0.27683,0.18832,0.28718,0.27683,0.27831,non-corporate,0.09497,2029
112,Rental and leasing services and lessors of intangible assets,187611316433.48492,5320,Real estate and rental and leasing,-0.31909,0.20395,0.11078,0.23966,0.20395,0.20937,non-corporate,0.77131,2029
113,Retail trade,599107994983.75305,44RT,Retail trade,-0.16351,0.29419,0.21280,0.32934,0.29419,0.30007,non-corporate,0.21905,2029
114,Air transportation,47796425035.38664,4810,Transportation and warehousing,-0.38128,0.17888,0.08012,0.20382,0.17888,0.18210,non-corporate,0.73204,2029
115,Railroad transportation,83039763587.38625,4820,Transportation and warehousing,-0.46029,0.15095,0.04448,0.15827,0.15095,0.15042,non-corporate,0.71168,2029
116,Water transportation,9217710064.27329,4830,Transportation and warehousing,-0.33424,0.20422,0.10882,0.23093,0.20422,0.20763,non-corporate,0.69268,2029
117,Truck transportation,37317255861.79116,4840,Transportation and warehousing,-0.28585,0.22288,0.13224,0.25882,0.22288,0.22844,non-corporate,0.70368,2029
118,Transit and ground passenger transportation,10233125938.19117,4850,Transportation and warehousing,-0.26032,0.24391,0.15436,0.27354,0.24391,0.24811,non-corporate,0.57056,2029
119,Pipeline transportation,33708295455.53726,4860,Transportation and warehousing,-0.48113,0.12855,0.02185,0.14626,0.12855,0.13030,non-corporate,0.82248,2029
120,Other transportation and support activities,34235605978.45628,487S,Transportation and warehousing,-0.33310,0.20999,0.11430,0.23159,0.20999,0.21249,non-corporate,0.61961,2029
121,Warehousing and storage,15189477206.63352,4930,Transportation and warehousing,-0.22981,0.26577,0.17818,0.29112,0.26577,0.26930,non-corporate,0.41584,2029
122,Utilities,110848021471.32501,2200,Utilities,-0.39302,0.18316,0.08202,0.19705,0.18316,0.18379,non-corporate,0.67493,2029
123,Wholesale trade,387578651034.95862,4200,Wholesale trade,-0.14779,0.29823,0.21857,0.33840,0.29823,0.30521,non-corporate,0.19825,2029
124,Accommodation and food services,422338947685.42126,,Accommodation and food services,-0.06619,0.20322,0.14611,0.26214,0.30362,0.29458,corporate,0.27804,2029
125,Administrative and waste management services,175956964100.01053,,Administrative and waste management services,-0.11265,0.17001,0.10986,0.22999,0.27460,0.26463,corporate,0.58584,2029
